config_id,year,net_pnl_usd,transaction_cost_usd,max_drawdown_fraction,execution_side_count,signal_abstention_sessions,risk_shutdown_sessions,kill_triggered,continuous_net_pnl_usd,continuous_max_drawdown_fraction,complexity
s-veto__l-none__p-none__u-half_high,2019,7540.0,1305.0,0.03681498829039813,87.0,187,0,False,7540.0,0.03681498829039813,2
s-veto__l-none__p-half__u-none,2019,1950.0,135.0,0.04496487119437939,9.0,187,290,True,4990.0,0.060843091334894614,2
s-veto__l-none__p-half__u-half_high,2019,6970.0,1305.0,0.03971896955503513,87.0,187,0,False,6970.0,0.03971896955503513,3
s-veto__l-half__p-none__u-none,2019,6140.0,1470.0,0.03440809602259355,98.0,187,0,False,6140.0,0.03440809602259355,2
s-veto__l-half__p-none__u-half_high,2019,5735.0,1290.0,0.03461502036177668,86.0,187,0,False,5735.0,0.03461502036177668,3
s-veto__l-half__p-half__u-none,2019,5665.0,1455.0,0.03579344494223061,97.0,187,0,False,5665.0,0.03579344494223061,3
s-veto__l-half__p-half__u-half_high,2019,5140.0,1275.0,0.03675647347483266,85.0,187,0,False,5140.0,0.03675647347483266,4
s-veto__l-veto__p-none__u-none,2019,6670.0,1410.0,0.03410628470116176,94.0,215,0,False,6670.0,0.03410628470116176,2
s-veto__l-veto__p-none__u-half_high,2019,6265.0,1230.0,0.03430958415469821,82.0,215,0,False,6265.0,0.03430958415469821,3
s-veto__l-veto__p-half__u-none,2019,6195.0,1395.0,0.035478894965642965,93.0,215,0,False,6195.0,0.035478894965642965,3
s-veto__l-veto__p-half__u-half_high,2019,5670.0,1215.0,0.03573614576957484,81.0,215,0,False,5670.0,0.03573614576957484,4
s-none__l-none__p-none__u-none,2020,-1570.0,900.0,0.09218353700714779,60.0,45,128,True,7760.0,0.09914687572054416,0
s-none__l-none__p-none__u-half_high,2020,5780.0,1170.0,0.06678191678310086,78.0,45,0,False,5780.0,0.06678191678310086,1
s-none__l-none__p-half__u-none,2020,-2130.0,930.0,0.09257799823837559,62.0,45,128,True,7950.0,0.09899865560242918,1
s-none__l-none__p-half__u-half_high,2020,5210.0,1185.0,0.06714445582037668,79.0,45,0,False,5210.0,0.06714445582037668,2
s-none__l-half__p-none__u-none,2020,-1030.0,900.0,0.08720313580816233,60.0,45,128,True,7675.0,0.09243716854968873,1
s-none__l-half__p-none__u-half_high,2020,5945.0,1125.0,0.06678191678310086,75.0,45,0,False,5945.0,0.06678191678310086,2
s-none__l-half__p-half__u-none,2020,-1590.0,930.0,0.08757127625052154,62.0,45,128,True,6515.0,0.09283297019146075,2
s-none__l-half__p-half__u-half_high,2020,5375.0,1140.0,0.06714445582037668,76.0,45,0,False,5375.0,0.06714445582037668,3
s-none__l-veto__p-none__u-none,2020,-490.0,900.0,0.08222273460917685,60.0,92,128,True,7590.0,0.09043117362231957,1
s-none__l-veto__p-none__u-half_high,2020,5860.0,1065.0,0.06230610746678665,71.0,92,0,False,5860.0,0.06230610746678665,2
s-none__l-veto__p-half__u-none,2020,-1050.0,930.0,0.08256455426266747,62.0,92,128,True,6430.0,0.09081637383524176,2
s-none__l-veto__p-half__u-half_high,2020,5290.0,1080.0,0.06264434867496844,72.0,92,0,False,5290.0,0.06264434867496844,3
s-half__l-none__p-none__u-none,2020,3970.0,1515.0,0.07765088163616381,101.0,45,5,True,4050.0,0.07765088163616381,1
s-half__l-none__p-none__u-half_high,2020,1965.0,1140.0,0.06792725520896062,76.0,45,0,False,1965.0,0.06792725520896062,2
s-half__l-none__p-half__u-none,2020,4605.0,1530.0,0.08294235924932976,102.0,45,0,False,4605.0,0.08294235924932976,2
s-half__l-none__p-half__u-half_high,2020,1770.0,1140.0,0.06805511982045032,76.0,45,0,False,1770.0,0.06805511982045032,3
s-half__l-half__p-none__u-none,2020,3965.0,1455.0,0.07069814115735652,97.0,45,0,False,3965.0,0.07069814115735652,2
s-half__l-half__p-none__u-half_high,2020,2130.0,1095.0,0.06792725520896062,73.0,45,0,False,2130.0,0.06792725520896062,3
s-half__l-half__p-half__u-none,2020,3170.0,1455.0,0.07657506702412868,97.0,45,0,False,3170.0,0.07657506702412868,3
s-half__l-half__p-half__u-half_high,2020,1935.0,1095.0,0.06805511982045032,73.0,45,0,False,1935.0,0.06805511982045032,4
s-half__l-veto__p-none__u-none,2020,3880.0,1395.0,0.06861948678740383,93.0,92,0,False,3880.0,0.06861948678740383,2
s-half__l-veto__p-none__u-half_high,2020,2045.0,1035.0,0.06337468384921113,69.0,92,0,False,2045.0,0.06337468384921113,3
s-half__l-veto__p-half__u-none,2020,3085.0,1395.0,0.07449253159708924,93.0,92,0,False,3085.0,0.07449253159708924,3
s-half__l-veto__p-half__u-half_high,2020,1850.0,1035.0,0.06349397881120737,69.0,92,0,False,1850.0,0.06349397881120737,4
s-veto__l-none__p-none__u-none,2020,260.0,1470.0,0.06306708314740443,98.0,146,5,True,340.0,0.06306708314740443,1
s-veto__l-none__p-none__u-half_high,2020,-1745.0,1095.0,0.04729830863643167,73.0,146,0,False,-1745.0,0.04729830863643167,2
s-veto__l-none__p-half__u-none,2020,895.0,1485.0,0.06915052160953801,99.0,146,0,False,895.0,0.06915052160953801,2
s-veto__l-none__p-half__u-half_high,2020,-1940.0,1095.0,0.04914924404969812,73.0,146,0,False,-1940.0,0.04914924404969812,3
s-veto__l-half__p-none__u-none,2020,255.0,1410.0,0.057712330804700285,94.0,146,0,False,255.0,0.057712330804700285,2
s-veto__l-half__p-none__u-half_high,2020,-1580.0,1050.0,0.04729830863643167,70.0,146,0,False,-1580.0,0.04729830863643167,3
s-veto__l-half__p-half__u-none,2020,-540.0,1410.0,0.06378539493293592,94.0,146,0,False,-540.0,0.06378539493293592,3
s-veto__l-half__p-half__u-half_high,2020,-1775.0,1050.0,0.04914924404969812,70.0,146,0,False,-1775.0,0.04914924404969812,4
s-veto__l-veto__p-none__u-none,2020,170.0,1350.0,0.05235757846199613,90.0,193,0,False,170.0,0.05235757846199613,2
s-veto__l-veto__p-none__u-half_high,2020,-1665.0,990.0,0.042558499226662674,66.0,193,0,False,-1665.0,0.042558499226662674,3
s-veto__l-veto__p-half__u-none,2020,-625.0,1350.0,0.058420268256333834,90.0,193,0,False,-625.0,0.058420268256333834,3
s-veto__l-veto__p-half__u-half_high,2020,-1860.0,990.0,0.044408961628661245,66.0,193,0,False,-1860.0,0.044408961628661245,4
s-none__l-none__p-none__u-none,2021,-7480.0,150.0,0.07660062877389091,10.0,44,281,True,-38790.000000000015,0.42028045311642304,0
s-none__l-none__p-none__u-half_high,2021,-6675.0,120.0,0.06765903244336771,8.0,44,281,True,-29720.0,0.3148929793451385,1
s-none__l-none__p-half__u-none,2021,-7585.0,150.0,0.07675016858562901,10.0,44,281,True,-36800.0,0.39983516071829966,1
s-none__l-none__p-half__u-half_high,2021,-6675.0,120.0,0.06765903244336771,8.0,44,281,True,-29720.0,0.3148929793451385,2
s-none__l-half__p-none__u-none,2021,-6920.0,150.0,0.0710115275213334,10.0,44,281,True,-31800.0,0.37020310394730277,1
s-none__l-half__p-none__u-half_high,2021,-6145.0,120.0,0.062364194909962783,8.0,44,281,True,-30310.0,0.3207872324483628,2
s-none__l-half__p-half__u-none,2021,-7025.0,150.0,0.07115562326731437,10.0,44,281,True,-31905.0,0.37063862733834513,2
s-none__l-half__p-half__u-half_high,2021,-6145.0,120.0,0.062364194909962783,8.0,44,281,True,-30310.0,0.3207872324483628,3
s-none__l-veto__p-none__u-none,2021,-6360.0,150.0,0.06542242626877588,10.0,124,281,True,-24810.0,0.32012575477818256,1
s-none__l-veto__p-none__u-half_high,2021,-5585.0,120.0,0.056769649591648146,8.0,124,281,True,-23320.0,0.27066110542221333,2
s-none__l-veto__p-half__u-none,2021,-6465.0,150.0,0.06556107794899972,10.0,124,281,True,-24915.0,0.32051250031219564,2
s-none__l-veto__p-half__u-half_high,2021,-5585.0,120.0,0.056769649591648146,8.0,124,281,True,-23320.0,0.27066110542221333,3
s-half__l-none__p-none__u-none,2021,-10245.0,525.0,0.10332425884762357,35.0,44,175,True,-34554.99999999997,0.36212193111716046,1
s-half__l-none__p-none__u-half_high,2021,-9995.0,420.0,0.10082669397337596,28.0,44,196,True,-24550.0,0.26324333774569797,2
s-half__l-none__p-half__u-none,2021,-10245.0,525.0,0.10332425884762357,35.0,44,175,True,-32460.0,0.34119233747096583,2
s-half__l-none__p-half__u-half_high,2021,-9995.0,420.0,0.10082669397337596,28.0,44,196,True,-24550.0,0.26324333774569797,3
s-half__l-half__p-none__u-none,2021,-10160.0,510.0,0.10247508679037938,34.0,44,174,True,-27565.0,0.30605159969030193,2
s-half__l-half__p-none__u-half_high,2021,-10060.0,465.0,0.10147606084068034,31.0,44,182,True,-25140.0,0.2691375908489223,3
s-half__l-half__p-half__u-none,2021,-10160.0,510.0,0.10247508679037938,34.0,44,174,True,-27565.0,0.30605159969030193,3
s-half__l-half__p-half__u-half_high,2021,-10060.0,465.0,0.10147606084068034,31.0,44,182,True,-25140.0,0.2691375908489223,4
s-half__l-veto__p-none__u-none,2021,-10255.0,495.0,0.10342416144259348,33.0,124,173,True,-20575.0,0.25592547266415244,2
s-half__l-veto__p-none__u-half_high,2021,-9955.0,450.0,0.10042708359349634,30.0,124,175,True,-18150.0,0.21901146382277278,3
s-half__l-veto__p-half__u-none,2021,-10255.0,495.0,0.10342416144259348,33.0,124,173,True,-20575.0,0.25592547266415244,3
s-half__l-veto__p-half__u-half_high,2021,-9955.0,450.0,0.10042708359349634,30.0,124,175,True,-18150.0,0.21901146382277278,4
s-veto__l-none__p-none__u-none,2021,-10510.0,570.0,0.10594934811928668,38.0,150,161,True,-30320.0,0.31979619361606476,1
s-veto__l-none__p-none__u-half_high,2021,-10270.0,495.0,0.10382022471910113,33.0,150,173,True,-20315.0,0.21350811485642945,2
s-veto__l-none__p-half__u-none,2021,-10510.0,570.0,0.10594934811928668,38.0,150,161,True,-28225.0,0.2988660772266347,2
s-veto__l-none__p-half__u-half_high,2021,-10270.0,495.0,0.10382022471910113,33.0,150,173,True,-20315.0,0.21350811485642945,3
s-veto__l-half__p-none__u-none,2021,-9725.0,555.0,0.10169660182098612,37.0,150,161,True,-23330.0,0.24650480123389223,2
s-veto__l-half__p-none__u-half_high,2021,-10285.0,510.0,0.10327594392663485,34.0,150,162,True,-20905.0,0.21879607186586372,3
s-veto__l-half__p-half__u-none,2021,-9725.0,555.0,0.10169660182098612,37.0,150,161,True,-23330.0,0.24650480123389223,3
s-veto__l-half__p-half__u-half_high,2021,-10285.0,510.0,0.10327594392663485,34.0,150,162,True,-20905.0,0.21879607186586372,4
s-veto__l-veto__p-none__u-none,2021,-9250.0,570.0,0.1019741724803325,38.0,230,114,True,-16340.0,0.2000395824056207,2
s-veto__l-veto__p-none__u-half_high,2021,-10220.0,495.0,0.10662222001094582,33.0,230,161,True,-13915.0,0.15881387133688243,3
s-veto__l-veto__p-half__u-none,2021,-9250.0,570.0,0.1019741724803325,38.0,230,114,True,-16340.0,0.2000395824056207,3
s-veto__l-veto__p-half__u-half_high,2021,-10220.0,495.0,0.10662222001094582,33.0,230,161,True,-13915.0,0.15881387133688243,4
s-none__l-none__p-none__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,29,304,True,20870.000000000087,0.2987789927916441,0
s-none__l-none__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,16150.000000000015,0.1506944272522467,1
s-none__l-none__p-half__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,29,304,True,16955.00000000006,0.3120362531746426,1
s-none__l-none__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,16150.000000000015,0.1506944272522467,2
s-none__l-half__p-none__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,29,304,True,8405.000000000058,0.34410636920472076,1
s-none__l-half__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,16150.000000000015,0.1506944272522467,2
s-none__l-half__p-half__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,29,304,True,7015.000000000058,0.34410636920472076,2
s-none__l-half__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,16150.000000000015,0.1506944272522467,3
s-none__l-veto__p-none__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,87,304,True,-4059.999999999942,0.3987717809176694,1
s-none__l-veto__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,87,300,True,3685.0000000000146,0.1993804491743486,2
s-none__l-veto__p-half__u-none,2022,-4400.0,60.0,0.04538419292026562,4.0,87,304,True,-5449.999999999942,0.3987717809176694,2
s-none__l-veto__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,87,300,True,3685.0000000000146,0.1993804491743486,3
s-half__l-none__p-none__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,29,304,True,3635.000000000058,0.3081362211456251,1
s-half__l-none__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,15380.000000000015,0.1506944272522467,2
s-half__l-none__p-half__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,29,304,True,-279.9999999999418,0.3332006369426747,2
s-half__l-none__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,15380.000000000015,0.1506944272522467,3
s-half__l-half__p-none__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,29,304,True,-8829.999999999942,0.3244007922072668,2
s-half__l-half__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,15380.000000000015,0.1506944272522467,3
s-half__l-half__p-half__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,29,304,True,-10219.999999999942,0.3356372014065716,3
s-half__l-half__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,29,300,True,15380.000000000015,0.1506944272522467,4
s-half__l-veto__p-none__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,87,304,True,-21294.99999999994,0.3457262961233063,2
s-half__l-veto__p-none__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,87,300,True,2915.0000000000146,0.1993804491743486,3
s-half__l-veto__p-half__u-none,2022,-3735.0,60.0,0.040516296222465865,4.0,87,304,True,-22684.99999999994,0.3587108827650625,3
s-half__l-veto__p-half__u-half_high,2022,-5595.0,45.0,0.05663394039321492,3.0,87,300,True,2915.0000000000146,0.1993804491743486,4
s-veto__l-none__p-none__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,125,304,True,-13599.999999999942,0.38809655426570805,1
s-veto__l-none__p-none__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,125,300,True,-1854.9999999999854,0.18156169788506807,2
s-veto__l-none__p-half__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,125,304,True,-17514.99999999994,0.415358681401011,2
s-veto__l-none__p-half__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,125,300,True,-1854.9999999999854,0.18156169788506807,3
s-veto__l-half__p-none__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,125,304,True,-26064.99999999994,0.41619055620904,2
s-veto__l-half__p-none__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,125,300,True,-1854.9999999999854,0.18156169788506807,3
s-veto__l-half__p-half__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,125,304,True,-27454.99999999994,0.42786926566963485,3
s-veto__l-half__p-half__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,125,300,True,-1854.9999999999854,0.18156169788506807,4
s-veto__l-veto__p-none__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,183,304,True,-38529.999999999956,0.45374664388576974,2
s-veto__l-veto__p-none__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,183,300,True,-14319.999999999985,0.18085500481588487,3
s-veto__l-veto__p-half__u-none,2022,-3070.0,60.0,0.040249517302836775,4.0,183,304,True,-39919.999999999956,0.46731754942640924,3
s-veto__l-veto__p-half__u-half_high,2022,-4930.0,45.0,0.054006318565138434,3.0,183,300,True,-14319.999999999985,0.18085500481588487,4
