trade_date,session_open,contract_id,forecast_id,signal_requested_position,signal_abstained,risk_shutdown,prior_target_position,target_position,order_delta,execution_side_count,roll_side_count,transaction_cost_usd,gross_pnl_usd,net_pnl_usd,equity_usd,peak_equity_usd,daily_loss_usd,drawdown_fraction,risk_state,kill_reason,no_trade_reason,signal_reason,roll_at_open,next_selected_contract_id,score_year
2022-01-24 00:00:00+00:00,2022-01-24 00:00:00+00:00,NGG2@2022-01-27,1a49fa09a9a70a98f6f7,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGG2@2022-01-27,2022
2022-01-25 00:00:00+00:00,2022-01-25 00:00:00+00:00,NGG2@2022-01-27,1a49fa09a9a70a98f6f7,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-01-26 00:00:00+00:00,2022-01-26 00:00:00+00:00,NGH2@2022-02-24,79844f3b6ee5e5eefe13,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-01-27 00:00:00+00:00,2022-01-27 00:00:00+00:00,NGH2@2022-02-24,fa241a9db2f2a20d3581,0.5,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,specialist_sizing_modifier,False,NGH2@2022-02-24,2022
2022-01-28 00:00:00+00:00,2022-01-28 00:00:00+00:00,NGH2@2022-02-24,d25e89a272a5724c0627,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-01-30 00:00:00+00:00,2022-01-30 00:00:00+00:00,NGH2@2022-02-24,321c65ae351a282a79a5,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-01-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,NGH2@2022-02-24,321c65ae351a282a79a5,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-02-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,NGH2@2022-02-24,a9603ffbf136f14be825,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-02-02 00:00:00+00:00,2022-02-02 00:00:00+00:00,NGH2@2022-02-24,091a8e653c04334c4ade,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,specialist_veto,False,NGH2@2022-02-24,2022
2022-02-03 00:00:00+00:00,2022-02-03 00:00:00+00:00,NGH2@2022-02-24,5fa1fe6e16418c4c2773,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,specialist_veto,False,NGH2@2022-02-24,2022
2022-02-04 00:00:00+00:00,2022-02-04 00:00:00+00:00,NGH2@2022-02-24,9aa5ef05f13986a7fe93,-1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,forecast_signal,False,NGH2@2022-02-24,2022
2022-02-06 00:00:00+00:00,2022-02-06 00:00:00+00:00,NGH2@2022-02-24,09ec79c569f84183b2ee,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,specialist_veto,False,NGH2@2022-02-24,2022
2022-02-07 00:00:00+00:00,2022-02-07 00:00:00+00:00,NGH2@2022-02-24,09ec79c569f84183b2ee,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,96930.0,100995.0,0.0,0.040249517302836775,killed,daily_loss_limit,risk_killed_until_explicit_operator_restart,specialist_veto,False,NGH2@2022-02-24,2022
