trade_date,prediction_time,generated_at,fill_trade_date,contract_id,outer_block_id,future_end,pred_terminal_return,pred_slope_per_step,pred_range_pct,pred_close_dispersion_pct,pred_max_upside_pct,pred_max_downside_pct,pred_turning_count,pred_close_return_h1,pred_close_return_h2,pred_close_return_h3,pred_close_return_h4,pred_close_return_h5,actual_terminal_return,actual_slope_per_step,actual_range_pct,actual_close_dispersion_pct,actual_max_upside_pct,actual_max_downside_pct,actual_turning_count,actual_close_return_h1,actual_close_return_h2,actual_close_return_h3,actual_close_return_h4,actual_close_return_h5
2016-12-29T00:00:00+00:00,2016-12-30T14:50:14.329502576+00:00,2016-12-30T14:50:14.329502576+00:00,2017-01-02T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-06T00:00:00+00:00,-0.09272231504262363,-0.016974863962181,0.11632126044976414,0.024111415607431613,0.016319628300710542,-0.10000163214905355,0,-0.0258345936037081,-0.04509480460087989,-0.06440489238884384,-0.08106800134485881,-0.09272231504262363,-0.14270696452036802,-0.012851511169513793,0.10407358738501968,0.02351685104443627,-0.06228646517739822,-0.16636005256241782,2,-0.08015768725361372,-0.12851511169513807,-0.1445466491458608,-0.13193166885676744,-0.14270696452036802
2016-12-30T00:00:00+00:00,2017-01-03T14:53:29.237043527+00:00,2017-01-03T14:53:29.237043527+00:00,2017-01-04T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-09T00:00:00+00:00,-0.07506352815872586,-0.01618658375536274,0.08922770746752746,0.02386591528591417,0.007069507215776927,-0.08215820025175047,0,-0.011740852624942177,-0.03750063007713389,-0.05960631166767871,-0.07272111656319391,-0.07506352815872586,-0.16720085470085477,-0.00878739316239315,0.0694444444444445,0.016717098528973538,-0.10309829059829068,-0.1725427350427351,2,-0.13060897435897445,-0.11778846153846156,-0.12873931623931634,-0.13247863247863245,-0.16720085470085477
2017-01-03T00:00:00+00:00,2017-01-04T14:50:25.289146998+00:00,2017-01-04T14:50:25.289146998+00:00,2017-01-05T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-10T00:00:00+00:00,0.02545520508677601,0.005572502230562516,0.044863459859739885,0.008927187313746721,0.03026642874152885,-0.01459703111821109,2,0.0025234504257958257,0.0060669429627202565,0.002621449377338436,0.015928455946385034,0.02545520508677601,-0.014776839565741828,-0.006513872135102528,0.0784077201447528,0.019134350869812466,0.01266586248492163,-0.0657418576598311,1,-0.003920386007237653,-0.01628468033775632,-0.020506634499396714,-0.05971049457177324,-0.014776839565741828
2017-01-04T00:00:00+00:00,2017-01-05T14:52:16.141419744+00:00,2017-01-05T14:52:16.141419744+00:00,2017-01-06T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-11T00:00:00+00:00,0.02644347558556248,0.005352757127237373,0.052895890219786565,0.008811003694581047,0.038409890850201966,-0.014485999369584612,1,0.005425064977596206,0.01821228472684755,0.026736463086762585,0.02970303478328873,0.02644347558556248,0.01382488479262678,0.0029185867895545354,0.07987711213517673,0.01931138906677056,0.03164362519201225,-0.04823348694316443,2,0.0021505376344086446,-0.0021505376344085336,-0.04208909370199698,0.0036866359447005337,0.01382488479262678
2017-01-05T00:00:00+00:00,2017-01-06T14:52:21.198770733+00:00,2017-01-06T14:52:21.198770733+00:00,2017-01-08T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-12T00:00:00+00:00,0.01002353341370843,0.005147293268677867,0.06607478941854765,0.008727093431659685,0.018699861965935982,-0.04737492745261174,3,-0.0172991058229498,-0.0010096237870949043,-0.0017798825390151762,-0.0041819695736327045,0.01002353341370843,0.03330305782621856,0.015501059642748985,0.10656978504389958,0.028703607792518078,0.044504995458674035,-0.062064789585225544,1,-0.01665152891310917,-0.056009688162276694,-0.010899182561307952,-0.0009082652134423386,0.03330305782621856
2017-01-06T00:00:00+00:00,2017-01-09T14:49:48.834763032+00:00,2017-01-09T14:49:48.834763032+00:00,2017-01-10T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-15T00:00:00+00:00,0.018462262951765007,0.0026591711436072317,0.029491179563895388,0.0040020045970646,0.032322261466488866,0.002831081902593402,2,0.009227526399856911,0.008895772282584646,0.015541598812924162,0.01701801061484076,0.018462262951765007,0.06253832004904969,0.01594114040465975,0.11158798283261799,0.02343260690863687,0.06683016554261179,-0.04475781729000605,0,0.001532801961986463,0.011649294911097341,0.046290619251992515,0.04904966278356837,0.06253832004904969
2017-01-09T00:00:00+00:00,2017-01-10T14:51:23.163771691+00:00,2017-01-10T14:51:23.163771691+00:00,2017-01-11T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-16T00:00:00+00:00,0.06657239548130778,0.016236572865112354,0.07960557784691616,0.02336092008883576,0.07594037988845015,-0.003665197958465982,0,0.0023456571039441876,0.026929839441912407,0.04084521092383664,0.06084209133830876,0.06657239548130778,0.11738293778062858,0.013502245028864672,0.09044259140474664,0.020596015853755437,0.12091084028223231,0.03046824887748567,0,0.05837075048107754,0.09461193072482366,0.09749839640795388,0.11161000641436836,0.11738293778062858
2017-01-10T00:00:00+00:00,2017-01-11T14:47:27.897555682+00:00,2017-01-11T14:47:27.897555682+00:00,2017-01-12T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-17T00:00:00+00:00,0.005333864546566591,0.004384829285022951,0.04733889556128132,0.008575535064704697,0.025524641491785127,-0.02181425406949611,2,-0.011982461528235122,-0.0012752269071141242,0.012800299577622631,0.007940413793511958,0.005333864546566591,0.03826140189776561,0.0006121824303642766,0.06611570247933876,0.01048173601509618,0.07529843893480259,0.009182736455463747,1,0.0446893174165901,0.04744413835322936,0.060912151821242766,0.06642179369452106,0.03826140189776561
2017-01-11T00:00:00+00:00,2017-01-12T14:48:38.046968988+00:00,2017-01-12T14:48:38.046968988+00:00,2017-01-13T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-18T00:00:00+00:00,0.011705181815407473,0.00630441578951746,0.05803902943929037,0.009581905584207422,0.020325891899340087,-0.0377131375399502,2,-0.011219848286021739,-0.0027101112134528815,0.007621360547614975,0.014483986478863287,0.011705181815407473,0.00575757575757585,-0.008484848484848519,0.06999999999999997,0.0177438151254631,0.06454545454545468,-0.005454545454545379,1,0.0369696969696971,0.050303030303030516,0.055757575757575895,0.027878787878787836,0.00575757575757585
2017-01-12T00:00:00+00:00,2017-01-13T14:47:20.400896228+00:00,2017-01-13T14:47:20.400896228+00:00,2017-01-15T00:00:00+00:00,NGG7@2017-01-27,outer-2017-2018,2017-01-19T00:00:00+00:00,-0.014158804955246351,-0.0007662645994377157,0.03030710195188749,0.004059502119543295,0.004458242171047511,-0.02584885978083995,2,-0.009101229471228378,-0.013388362966113232,-0.002791275350781275,-0.010935857992454445,-0.014158804955246351,-0.0307647231174919,-0.014093173161441552,0.07500732493407554,0.02125343980269429,0.029299736302373258,-0.04570758863170221,1,0.015528860240257902,0.020802812774685098,-0.006152944623498358,-0.027541752124230823,-0.0307647231174919
